image,freshness,temperature
eye-non-fresh\20210203_164637_resized_cropped_jpg.rf.e7db839f1fbcfee48613387b68d6a7b7.jpg,non-fresh,8.96
eye-non-fresh\20210203_164637_resized_cropped_jpg.rf.fa64b573ed26c5a760e870e1dcf05b22.jpg,non-fresh,5.49
eye-non-fresh\20210203_173423_resized_cropped_jpg.rf.3981140fd12f1314457a6fab2a67f76e.jpg,non-fresh,7.09
eye-non-fresh\20210203_173423_resized_cropped_jpg.rf.43f8314eb2dbcb01988d439d0a7897e5.jpg,non-fresh,5.77
eye-non-fresh\20210203_173423_resized_cropped_jpg.rf.46b0f075a7aa722c3071fe6e2f8675ff.jpg,non-fresh,8.85
eye-non-fresh\20210203_173429_resized_cropped_jpg.rf.48c65a7792c7450226a8184a5a73cd0a.jpg,non-fresh,6.02
eye-non-fresh\20210203_173429_resized_cropped_jpg.rf.c08057c0f4ecb87deccf353af1d29b85.jpg,non-fresh,5.27
eye-non-fresh\20210203_173429_resized_cropped_jpg.rf.dd6b14a1140127bd6a9ddc5e880c98a1.jpg,non-fresh,7.69
eye-non-fresh\20210203_173451_resized_cropped_jpg.rf.4f9ea5aa481586487229a387ff8de90b.jpg,non-fresh,8.67
eye-non-fresh\20210203_173451_resized_cropped_jpg.rf.717b912ed8c9535d46fabf437425bec6.jpg,non-fresh,7.96
eye-non-fresh\20210203_173451_resized_cropped_jpg.rf.f0d37aeb176e29b3255f4310f8749bc9.jpg,non-fresh,8.21
eye-non-fresh\20210203_174423_resized_cropped_jpg.rf.9c7e909ff2823598f84657f29df9dbc3.jpg,non-fresh,6.93
eye-non-fresh\20210203_174423_resized_cropped_jpg.rf.ca47f6a253885673c4f2e651b9e098f5.jpg,non-fresh,9.23
eye-non-fresh\20210203_174423_resized_cropped_jpg.rf.feb32e6b06d435c9ee6f2b5c33c9e324.jpg,non-fresh,5.04
eye-non-fresh\20210203_174432_resized_cropped_jpg.rf.4299951187ab42c58ecc83a068c28619.jpg,non-fresh,7.76
eye-non-fresh\20210203_174432_resized_cropped_jpg.rf.4f9dd098a6dcc2f7e59267eb6a51f51b.jpg,non-fresh,5.53
eye-non-fresh\20210203_174432_resized_cropped_jpg.rf.79febfb984778fd10f7832fff4724280.jpg,non-fresh,6.97
eye-non-fresh\20210203_174504_resized_cropped_jpg.rf.0f63383307572f2785ad681791f95ac0.jpg,non-fresh,5.7
eye-non-fresh\20210203_174504_resized_cropped_jpg.rf.75e0e2f8e451cd452d2274ae194579d8.jpg,non-fresh,6.54
eye-non-fresh\20210203_174504_resized_cropped_jpg.rf.98f4ebd454a8c15a963793ef4d7e5fa6.jpg,non-fresh,5.52
eye-non-fresh\20210203_204615_resized_cropped_jpg.rf.16111601c321f3970993331d9b8d919a.jpg,non-fresh,7.76
eye-non-fresh\20210203_204615_resized_cropped_jpg.rf.9cfa59e169ef4281569f4412c6a56b2e.jpg,non-fresh,6.28
eye-non-fresh\20210203_204615_resized_cropped_jpg.rf.ab7029c81c85d0a3b4877aee483c3cbb.jpg,non-fresh,7.98
eye-non-fresh\20210203_204730_resized_cropped_jpg.rf.0fc7684d906646bc9e921081ecd22f0e.jpg,non-fresh,8.4
eye-non-fresh\20210203_204730_resized_cropped_jpg.rf.88438b342c54130fe2fca02191fb1988.jpg,non-fresh,7.25
eye-non-fresh\20210203_204730_resized_cropped_jpg.rf.cbf92783ca1181c6634b48b3e177bdc8.jpg,non-fresh,9.7
eye-non-fresh\20210203_204837_resized_cropped_jpg.rf.4a4ea17b8dd302cb2ae0ca1cd4306043.jpg,non-fresh,8.26
eye-non-fresh\20210203_204837_resized_cropped_jpg.rf.921448c658a7a070ef2d0bfcc7fe1129.jpg,non-fresh,5.21
eye-non-fresh\20210203_204837_resized_cropped_jpg.rf.a4d311bdc33ad9b6d8071b820ec40d0c.jpg,non-fresh,7.95
eye-non-fresh\20210203_204848_resized_cropped_jpg.rf.99330d44cc6fd33cb2d9d7014656f870.jpg,non-fresh,7.34
eye-non-fresh\20210203_204848_resized_cropped_jpg.rf.a81b48afff10076c61eb59a6d6b6313d.jpg,non-fresh,6.19
eye-non-fresh\20210203_204848_resized_cropped_jpg.rf.f069dafc627c824dc4013421641e2043.jpg,non-fresh,9.85
eye-non-fresh\20210203_214752_resized_cropped_jpg.rf.75d4bc5f3716dfa2f921524257e5086b.jpg,non-fresh,6.41
eye-non-fresh\20210203_214752_resized_cropped_jpg.rf.8e7bc4a0f940edd568577ac5c299f07d.jpg,non-fresh,7.23
eye-non-fresh\20210203_214752_resized_cropped_jpg.rf.a2810545bc921a9ebdb12fcd05c4115b.jpg,non-fresh,6.89
eye-non-fresh\20210203_214907_resized_cropped_jpg.rf.12ebe521223b484aa12cd35598d1c2f4.jpg,non-fresh,6.14
eye-non-fresh\20210203_214907_resized_cropped_jpg.rf.54b66d594d7297a548f2bae7a8d8bf71.jpg,non-fresh,9.05
eye-non-fresh\20210203_214907_resized_cropped_jpg.rf.c64fa33c83e9b8d162a6a592f4dc847a.jpg,non-fresh,9.78
eye-non-fresh\20210203_214954_resized_cropped_jpg.rf.295e98425383140d84dc8498d6897cac.jpg,non-fresh,5.54
eye-non-fresh\20210203_214954_resized_cropped_jpg.rf.4f4acb669b40ba6d719902fc9c057007.jpg,non-fresh,6.92
eye-non-fresh\20210203_214954_resized_cropped_jpg.rf.5be915defa7add749774452b57887362.jpg,non-fresh,7.37
eye-non-fresh\20210204_131504_resized_cropped_jpg.rf.3a8f8c26d8b7e676001250066dc434db.jpg,non-fresh,5.49
eye-non-fresh\20210204_131504_resized_cropped_jpg.rf.706267d8e9209abb58eb4cff208c77d5.jpg,non-fresh,5.74
eye-non-fresh\20210204_131504_resized_cropped_jpg.rf.c8041b901427e55f43beefdf9d10d0c0.jpg,non-fresh,6.4
eye-non-fresh\20210204_131510_resized_cropped_jpg.rf.3b8d5261a3675a8f40bd56fa32dc87d9.jpg,non-fresh,7.96
eye-non-fresh\20210204_131510_resized_cropped_jpg.rf.d21f0ee032c1845d5847d3a7e2a05be6.jpg,non-fresh,9.26
eye-non-fresh\20210204_131510_resized_cropped_jpg.rf.d4be53265d45eea46660d6dd62d8afbf.jpg,non-fresh,7.77
eye-non-fresh\20210204_141252_resized_cropped_jpg.rf.51cb82b6284bea41db6f23a0ffd42ae1.jpg,non-fresh,6.17
eye-non-fresh\20210204_141252_resized_cropped_jpg.rf.58a6345f0b57da2bd47596f7bfaaafff.jpg,non-fresh,7.92
eye-non-fresh\20210204_141252_resized_cropped_jpg.rf.6446fef2ccfa9b1a5559d2c74a56fc59.jpg,non-fresh,9.2
eye-non-fresh\20210204_141327_resized_cropped_jpg.rf.1050ee7aeb8e8e7cac056e5433a9d195.jpg,non-fresh,9.97
eye-non-fresh\20210204_141327_resized_cropped_jpg.rf.548051cbf945b27e51fd20a4827ecf25.jpg,non-fresh,7.7
eye-non-fresh\20210204_141327_resized_cropped_jpg.rf.fcfea825935d758794ba1cc766f5fc61.jpg,non-fresh,8.62
eye-non-fresh\20210204_161442_resized_cropped_jpg.rf.2d3b339c3cd20f5c2e6eee85abfc2685.jpg,non-fresh,9.7
eye-non-fresh\20210204_161442_resized_cropped_jpg.rf.3a8d4dd7eb558e33692799dbbfe8f0cc.jpg,non-fresh,5.69
eye-non-fresh\20210204_161442_resized_cropped_jpg.rf.a8c698cfe0646714f55f817349a0e1e5.jpg,non-fresh,9.29
eye-non-fresh\20210204_170608_resized_cropped_jpg.rf.84d9987841d55cf52be8788bffe3f58d.jpg,non-fresh,8.66
eye-non-fresh\20210204_170608_resized_cropped_jpg.rf.87887e36e2ab12a687bf1849edbec983.jpg,non-fresh,7.31
eye-non-fresh\20210204_170608_resized_cropped_jpg.rf.f94255e48f24e2b65f785b8cb1a13094.jpg,non-fresh,7.59
eye-non-fresh\20210204_170646_resized_cropped_jpg.rf.37b8f114e5092cc5d093a35869b2c15c.jpg,non-fresh,5.66
eye-non-fresh\20210204_170646_resized_cropped_jpg.rf.c8d79be472846f402ceaf1ad04733d8d.jpg,non-fresh,5.74
eye-non-fresh\20210204_170646_resized_cropped_jpg.rf.e45a15432a04922f1540285ef6857f6f.jpg,non-fresh,7.53
eye-non-fresh\20210204_171831_resized_cropped_jpg.rf.58fa666b45334dc99917e02c07663c71.jpg,non-fresh,8.11
eye-non-fresh\20210204_171831_resized_cropped_jpg.rf.6c699bef5e2862d3054ac706adef4821.jpg,non-fresh,9.49
eye-non-fresh\20210204_171831_resized_cropped_jpg.rf.8d015edf5ba2e53775489930a702409d.jpg,non-fresh,9.09
eye-non-fresh\20210204_171900_resized_cropped_jpg.rf.1dc34d70936e45559c56e6ac94c53eef.jpg,non-fresh,7.89
eye-non-fresh\20210204_171900_resized_cropped_jpg.rf.36e25bf4c62d70da3ef980f3bbd38ed9.jpg,non-fresh,8.11
eye-non-fresh\20210204_171900_resized_cropped_jpg.rf.376c80b6051d6b9251bec24e60b32fa2.jpg,non-fresh,8.95
eye-non-fresh\20210204_171911_resized_cropped_jpg.rf.1cdd4140ad81b34782f314638c237f20.jpg,non-fresh,6.32
eye-non-fresh\20210204_171911_resized_cropped_jpg.rf.77f76e112ed644978d1255348acbd497.jpg,non-fresh,5.53
eye-non-fresh\20210204_171911_resized_cropped_jpg.rf.e69ae0126aa21e2878bb55fef06e86d1.jpg,non-fresh,8.39
eye-non-fresh\IMG_20210123_172001_resized_cropped_jpg.rf.5ce57a1426d7fd3742f88bed403a0288.jpg,non-fresh,9.42
eye-non-fresh\IMG_20210123_172001_resized_cropped_jpg.rf.8fdd4b6da4dd83c0f50dcab7b25c914e.jpg,non-fresh,5.45
eye-non-fresh\IMG_20210123_172001_resized_cropped_jpg.rf.a3edb690aff5d70bebaca924cd45904f.jpg,non-fresh,6.54
eye-non-fresh\IMG_20210123_182700_resized_cropped_jpg.rf.24d9c3028b0ac56b405d303ed61096fd.jpg,non-fresh,8.94
eye-non-fresh\IMG_20210123_182700_resized_cropped_jpg.rf.4c0bbdc0a65c92d49ead418ff5046480.jpg,non-fresh,6
eye-non-fresh\IMG_20210123_182700_resized_cropped_jpg.rf.bd4820836d10c1e4c887f44ebf961a35.jpg,non-fresh,9.62
eye-non-fresh\IMG_20210123_182705_resized_cropped_jpg.rf.3d54b139980cd176491ef72d4d105f18.jpg,non-fresh,7.04
eye-non-fresh\IMG_20210123_182705_resized_cropped_jpg.rf.c08cd54c53435d1941cd8f4986334dea.jpg,non-fresh,6.46
eye-non-fresh\IMG_20210123_182705_resized_cropped_jpg.rf.f5fd3d617c7913cc1639485e8f27b5d3.jpg,non-fresh,5.64
eye-non-fresh\IMG_20210123_193051_resized_cropped_jpg.rf.b59570191e3df3ea043af0cee8d680e1.jpg,non-fresh,7.19
eye-non-fresh\IMG_20210123_193051_resized_cropped_jpg.rf.d29376610d2172f92565a4d3c48943c0.jpg,non-fresh,9.82
eye-non-fresh\IMG_20210123_193051_resized_cropped_jpg.rf.fae1ed8f9dd6b2b40ec2e88023abcb40.jpg,non-fresh,8.75
eye-non-fresh\IMG_20210123_193055_resized_cropped_jpg.rf.2353960d7585d163c32261a8770a2bde.jpg,non-fresh,9.37
eye-non-fresh\IMG_20210123_193055_resized_cropped_jpg.rf.819b4c9cc28661e0a003367f3ba1c714.jpg,non-fresh,7.67
eye-non-fresh\IMG_20210123_193055_resized_cropped_jpg.rf.ce75b8755a15914189c94dd726f3f4d7.jpg,non-fresh,6.17
eye-non-fresh\IMG_20210123_193202_resized_cropped_jpg.rf.1a46b001a911ce8f4d1736a657c7fef2.jpg,non-fresh,5.59
eye-non-fresh\IMG_20210123_193202_resized_cropped_jpg.rf.b8651e1859d5f5f80b6669ad29b5afef.jpg,non-fresh,9.08
eye-non-fresh\IMG_20210123_193202_resized_cropped_jpg.rf.fed245beab963e5ed8f7deae5cfdc1ba.jpg,non-fresh,9.86
eye-non-fresh\IMG_20210123_203220_resized_cropped_jpg.rf.492dfeca2ff81d9c98983c5ee47a9e66.jpg,non-fresh,6.61
eye-non-fresh\IMG_20210123_203220_resized_cropped_jpg.rf.546845f8b4bbc1ba95f6a0f3ac453039.jpg,non-fresh,9.47
eye-non-fresh\IMG_20210123_203220_resized_cropped_jpg.rf.88dc13b670215b12ec20a0666498e04d.jpg,non-fresh,9.03
eye-non-fresh\IMG_20210123_203303_resized_cropped_jpg.rf.5cadc748a8de39e903e1855eaa030371.jpg,non-fresh,7.89
eye-non-fresh\IMG_20210123_203303_resized_cropped_jpg.rf.9ecf242644f665a4b707b879805df3d2.jpg,non-fresh,5.05
eye-non-fresh\IMG_20210123_203303_resized_cropped_jpg.rf.cc4d7647540582eaa23c19f7ab0b10ec.jpg,non-fresh,9.88
eye-non-fresh\IMG_20210123_223446_resized_cropped_jpg.rf.1ec42349beadc4b0b6fa4415b67ba3ac.jpg,non-fresh,5.16
eye-non-fresh\IMG_20210123_223446_resized_cropped_jpg.rf.47a78261b669ca972365cbf15bd78b46.jpg,non-fresh,5.86
eye-non-fresh\IMG_20210123_223446_resized_cropped_jpg.rf.c62fd4fa3655d7ded3413c05082cf8d5.jpg,non-fresh,9.32
eye-non-fresh\IMG_20210123_223453_resized_cropped_jpg.rf.35462929e445540ece7c9ecace4cd435.jpg,non-fresh,8.21
eye-non-fresh\IMG_20210123_223453_resized_cropped_jpg.rf.4a0fcbfe073a1d41f7f579f9597b0010.jpg,non-fresh,9.4
eye-non-fresh\IMG_20210123_223453_resized_cropped_jpg.rf.b722f4ecfceb004dac7d050bac1fa765.jpg,non-fresh,9.82
eye-non-fresh\IMG_20210123_223552_resized_cropped_jpg.rf.0fd08ff7d2ace587e7aed729644198e7.jpg,non-fresh,5.76
eye-non-fresh\IMG_20210123_223552_resized_cropped_jpg.rf.942d5387b412bbba3b8d0ebb37e9d320.jpg,non-fresh,6.09
eye-non-fresh\IMG_20210123_223552_resized_cropped_jpg.rf.f2668f2ffc6da9d41d5e89eac64b45dc.jpg,non-fresh,5.32
eye-non-fresh\IMG_20210124_123422_resized_cropped_jpg.rf.0497993589f559d04bd9407dafc7a880.jpg,non-fresh,8.71
eye-non-fresh\IMG_20210124_123422_resized_cropped_jpg.rf.2f3f8663ae6a7a584c9f12484bc4b4d7.jpg,non-fresh,9.32
eye-non-fresh\IMG_20210124_123422_resized_cropped_jpg.rf.5175163e2f6c36e75523d4962f088373.jpg,non-fresh,9.49
eye-non-fresh\IMG_20210124_123430_resized_cropped_jpg.rf.0e695c3335c9d257b4db8118558ea3e4.jpg,non-fresh,9.56
eye-non-fresh\IMG_20210124_123430_resized_cropped_jpg.rf.8180ce333c4db075a8015b41bc8f4da8.jpg,non-fresh,7.28
eye-non-fresh\IMG_20210124_123430_resized_cropped_jpg.rf.ea50fd235911ba478f16ef3ff646d290.jpg,non-fresh,5.37
eye-non-fresh\IMG_20210124_133222_resized_cropped_jpg.rf.0873870e66cedac234d9130cac04f01e.jpg,non-fresh,6.08
eye-non-fresh\IMG_20210124_133222_resized_cropped_jpg.rf.12b4c12e815e5a2a0346cb274654ae57.jpg,non-fresh,5.44
eye-non-fresh\IMG_20210124_133222_resized_cropped_jpg.rf.179fec19e7696fd1414d5de4d5f74541.jpg,non-fresh,8.82
eye-non-fresh\IMG_20210124_133252_resized_cropped_jpg.rf.180bc8bb20ed504c9491c8add934c08e.jpg,non-fresh,5.55
eye-non-fresh\IMG_20210124_133252_resized_cropped_jpg.rf.4901df7507df9f77ec13595a9b8ae018.jpg,non-fresh,9.56
eye-non-fresh\IMG_20210124_133252_resized_cropped_jpg.rf.643225650ff10ebd9ac707c0c2317520.jpg,non-fresh,6.62
eye-non-fresh\IMG_20210124_143230_resized_cropped_jpg.rf.3f655b26c537e9725117581d664921d8.jpg,non-fresh,5.31
eye-non-fresh\IMG_20210124_143230_resized_cropped_jpg.rf.49031caf36d46361cf50c4a4c8b0cdff.jpg,non-fresh,9.06
eye-non-fresh\IMG_20210124_143230_resized_cropped_jpg.rf.53024297231beb8989ee40d571ab37ea.jpg,non-fresh,9.45
eye-non-fresh\IMG_20210124_143319_resized_cropped_jpg.rf.5092fda40144df296ae90626fead8e4b.jpg,non-fresh,5.45
eye-non-fresh\IMG_20210124_143319_resized_cropped_jpg.rf.64a2fc158171541b02a8fe07457ccfbc.jpg,non-fresh,9.33
eye-non-fresh\IMG_20210124_143319_resized_cropped_jpg.rf.baf35d9592575188a5be60e20247d481.jpg,non-fresh,7.92
eye-non-fresh\IMG_20210124_143325_resized_cropped_jpg.rf.03fe33806caccb1ac5e17aaa8082cdb7.jpg,non-fresh,8.79
eye-non-fresh\IMG_20210124_143325_resized_cropped_jpg.rf.befc0f3e020ad36c1ffebb498d558597.jpg,non-fresh,7
eye-non-fresh\IMG_20210124_143325_resized_cropped_jpg.rf.f6677ec74834c4027583f95cb99dab4c.jpg,non-fresh,8.62
eye-non-fresh\IMG_20210124_163808_resized_cropped_jpg.rf.11608e525354d92a60d04cc14454b289.jpg,non-fresh,5.55
eye-non-fresh\IMG_20210124_163808_resized_cropped_jpg.rf.76ecf5a44f06f5f0ffd8e08c1e4e0ecc.jpg,non-fresh,7.75
eye-non-fresh\IMG_20210124_163808_resized_cropped_jpg.rf.c461b53759da0f41ce0692d9274ebb13.jpg,non-fresh,5.73
eye-non-fresh\IMG_20210124_163814_resized_cropped_jpg.rf.1b5a774a428d82fd3f9c6fe0fe2ae489.jpg,non-fresh,5.95
eye-non-fresh\IMG_20210124_163814_resized_cropped_jpg.rf.89eabcb0389d25ce87053cc2a263cd0b.jpg,non-fresh,9.51
eye-non-fresh\IMG_20210124_163814_resized_cropped_jpg.rf.97921ccbbc988c94e8c6c5afcd426ccd.jpg,non-fresh,9.57
eye-non-fresh\IMG_20210124_163841_resized_cropped_jpg.rf.49d41babb15f48e8999c3de24e6eed99.jpg,non-fresh,7.98
eye-non-fresh\IMG_20210124_163841_resized_cropped_jpg.rf.554667285cb6153f311afa224bf7b3be.jpg,non-fresh,9.11
eye-non-fresh\IMG_20210124_163841_resized_cropped_jpg.rf.b01699bb7d0c6dffbfc0181b6892520a.jpg,non-fresh,6.15
eye-non-fresh\IMG_20210203_163518_resized_cropped_jpg.rf.0e5ccd2dc37d2306e3f910de44351519.jpg,non-fresh,8.18
eye-non-fresh\IMG_20210203_163518_resized_cropped_jpg.rf.1dee8512f8c232409b9edca669ffa991.jpg,non-fresh,7.15
eye-non-fresh\IMG_20210203_163518_resized_cropped_jpg.rf.42740312022bf5af0f7d14a488144f6a.jpg,non-fresh,8.19
eye-non-fresh\IMG_20210203_163523_resized_cropped_jpg.rf.58013daaa02edf5bce6d0f4b1f246dd0.jpg,non-fresh,5.18
eye-non-fresh\IMG_20210203_163523_resized_cropped_jpg.rf.aa70b3071586f45e2ed46523ae50ed82.jpg,non-fresh,6.45
eye-non-fresh\IMG_20210203_163523_resized_cropped_jpg.rf.e2a5fa0d919769137b7062eb3110b14f.jpg,non-fresh,8.79
eye-non-fresh\IMG_20210203_163549_resized_cropped_jpg.rf.2dceaaf3c58bd04fc329b49b93083ae0.jpg,non-fresh,5.69
eye-non-fresh\IMG_20210203_163549_resized_cropped_jpg.rf.2de4f3fdcf68ea31e06b8eeb6ce4fa2d.jpg,non-fresh,6.56
eye-non-fresh\IMG_20210203_163549_resized_cropped_jpg.rf.44e5048f0a3851e389326dfe7a992471.jpg,non-fresh,6.9
eye-non-fresh\IMG_20210203_173150_resized_cropped_jpg.rf.c1d0d872d884feac15302636bda028b2.jpg,non-fresh,9.87
eye-non-fresh\IMG_20210203_173150_resized_cropped_jpg.rf.defcdfe3dec64dcce2509c783f38cc92.jpg,non-fresh,7.31
eye-non-fresh\IMG_20210203_173150_resized_cropped_jpg.rf.e662695104110fd44e140f74ee1d1d16.jpg,non-fresh,8.28
eye-non-fresh\IMG_20210203_173211_resized_cropped_jpg.rf.183a5d68503156b5076bf60fe8f1e7c8.jpg,non-fresh,5.04
eye-non-fresh\IMG_20210203_173211_resized_cropped_jpg.rf.d48759ca5ad668226e0c54a1a08c7245.jpg,non-fresh,6.58
eye-non-fresh\IMG_20210203_173211_resized_cropped_jpg.rf.e79a4ecc4b4de15317c114b6e26b5245.jpg,non-fresh,6.13
eye-non-fresh\IMG_20210203_182930_resized_cropped_jpg.rf.35aa797836ade2002858dd2c1b68cd70.jpg,non-fresh,6.36
eye-non-fresh\IMG_20210203_182930_resized_cropped_jpg.rf.3e459ff70b45c00bb1feaf2bb82872ea.jpg,non-fresh,9.96
eye-non-fresh\IMG_20210203_182930_resized_cropped_jpg.rf.9de0d1310bb59f1dceefa8f1b278f640.jpg,non-fresh,9.81
eye-non-fresh\IMG_20210203_182956_resized_cropped_jpg.rf.01200f75e1bebbe2f3bec91145e23845.jpg,non-fresh,5.51
eye-non-fresh\IMG_20210203_182956_resized_cropped_jpg.rf.5f8d1301ebf419b1d041a12e11783336.jpg,non-fresh,9.98
eye-non-fresh\IMG_20210203_182956_resized_cropped_jpg.rf.e462a8bf61cb216cdf94e6ff1820dbdb.jpg,non-fresh,7.06
eye-non-fresh\IMG_20210203_203131_resized_cropped_jpg.rf.1917921be027b57cb7fec3eb6d4bc48a.jpg,non-fresh,9.16
eye-non-fresh\IMG_20210203_203131_resized_cropped_jpg.rf.77e02e14a737501ca5f14ee37af17533.jpg,non-fresh,7.16
eye-non-fresh\IMG_20210203_203131_resized_cropped_jpg.rf.ec2ea5c3795a029d41e0c406423445a0.jpg,non-fresh,8.29
eye-non-fresh\IMG_20210203_203140_resized_cropped_jpg.rf.2b819145558642e7b75a5e61a228cac4.jpg,non-fresh,8.8
eye-non-fresh\IMG_20210203_203140_resized_cropped_jpg.rf.9ee57d413a81ac3ce3cd6bcc1dbad84b.jpg,non-fresh,6.55
eye-non-fresh\IMG_20210203_203140_resized_cropped_jpg.rf.f30042cc587723566de0fe36af541ac3.jpg,non-fresh,6.33
eye-non-fresh\IMG_20210203_203211_resized_cropped_jpg.rf.20ed90f84b02aee546886c17315749db.jpg,non-fresh,5.06
eye-non-fresh\IMG_20210203_203211_resized_cropped_jpg.rf.3e095b4a1bb4078153431581116dfdb8.jpg,non-fresh,9.14
eye-non-fresh\IMG_20210203_203211_resized_cropped_jpg.rf.9ba3b4510e89631e1e6bf3daf913c08c.jpg,non-fresh,5.12
eye-non-fresh\IMG_20210203_203217_resized_cropped_jpg.rf.25426f1b9940bb7bc000397f3bfd180e.jpg,non-fresh,7.97
eye-non-fresh\IMG_20210203_203217_resized_cropped_jpg.rf.2afcc91a0c7d7607e318f63f9523ca73.jpg,non-fresh,8.07
eye-non-fresh\IMG_20210203_203217_resized_cropped_jpg.rf.fa004554247c57fac02f43e96fdbf009.jpg,non-fresh,6.15
eye-non-fresh\IMG_20210204_130044_resized_cropped_jpg.rf.52c0d895eb5eb6563926a715027c7eab.jpg,non-fresh,9.34
eye-non-fresh\IMG_20210204_130044_resized_cropped_jpg.rf.8173042d822f64d99862aaf6fdf35f09.jpg,non-fresh,8.12
eye-non-fresh\IMG_20210204_130044_resized_cropped_jpg.rf.e0eb3f875839b7e7a16ea92c2b178e6f.jpg,non-fresh,9.37
eye-non-fresh\IMG_20210204_130056_resized_cropped_jpg.rf.4879fb8922f8a12ce5851cedf194a915.jpg,non-fresh,8.42
eye-non-fresh\IMG_20210204_130056_resized_cropped_jpg.rf.8a11f356eaca141abf4a6c59b2a296b4.jpg,non-fresh,9.7
eye-non-fresh\IMG_20210204_130056_resized_cropped_jpg.rf.bfa68aef70b396a8a3af248bb53972eb.jpg,non-fresh,7.07
eye-non-fresh\IMG_20210204_130117_resized_cropped_jpg.rf.5617f0a35f748eae7f0d2b9a6af600f6.jpg,non-fresh,6.72
eye-non-fresh\IMG_20210204_130117_resized_cropped_jpg.rf.a2435d8b183a0b0e34c408b50dced538.jpg,non-fresh,9.48
eye-non-fresh\IMG_20210204_130117_resized_cropped_jpg.rf.be474ac282955c8039246532804fb21a.jpg,non-fresh,8.02
eye-non-fresh\IMG_20210204_130121_resized_cropped_jpg.rf.22746128a172edec9d3f5175354deabd.jpg,non-fresh,9.66
eye-non-fresh\IMG_20210204_130121_resized_cropped_jpg.rf.7e2e7424b5897db98593e9a3e4c315d0.jpg,non-fresh,5.55
eye-non-fresh\IMG_20210204_130121_resized_cropped_jpg.rf.8e5f16bce99c883582a3e224ab6ddcb0.jpg,non-fresh,5.5
eye-non-fresh\IMG_20210204_140147_resized_cropped_jpg.rf.0bdb987d54410a3c0e85e38a1fdf32c3.jpg,non-fresh,9.21
eye-non-fresh\IMG_20210204_140147_resized_cropped_jpg.rf.2ea29e3a419d45f331b69cb990019b0e.jpg,non-fresh,8.83
eye-non-fresh\IMG_20210204_140147_resized_cropped_jpg.rf.e841355d7992b251fdc515450fb33adb.jpg,non-fresh,5.67
eye-non-fresh\IMG_20210204_140203_resized_cropped_jpg.rf.37c851c49a38176336d25b583bd06814.jpg,non-fresh,7.06
eye-non-fresh\IMG_20210204_140203_resized_cropped_jpg.rf.430c6745aee42944cbdeb8b3e991d32a.jpg,non-fresh,7.12
eye-non-fresh\IMG_20210204_140203_resized_cropped_jpg.rf.f03e1e0f5710872dac243e5fc7487d40.jpg,non-fresh,7.46
eye-non-fresh\IMG_20210204_150218_resized_cropped_jpg.rf.4f89d7bd6be0f0baec825a7b792b0003.jpg,non-fresh,6.73
eye-non-fresh\IMG_20210204_150218_resized_cropped_jpg.rf.5561772fe5b607676a94e04454c95f01.jpg,non-fresh,5.02
eye-non-fresh\IMG_20210204_150218_resized_cropped_jpg.rf.d49ddd182cf445cdfc1e7aa92359790e.jpg,non-fresh,8.35
eye-non-fresh\IMG_20210204_150250_resized_cropped_jpg.rf.0efcfead5113bf9cb0dd9debf0c37e34.jpg,non-fresh,7.91
eye-non-fresh\IMG_20210204_150250_resized_cropped_jpg.rf.15ee26be79d76f7f2260ed80300b1204.jpg,non-fresh,6.29
eye-non-fresh\IMG_20210204_150250_resized_cropped_jpg.rf.57acdd0795fd5c3d70c9ee587e6a2571.jpg,non-fresh,6.33
eye-non-fresh\IMG_20210204_170341_resized_cropped_jpg.rf.5727afa0865d3aaf9cae2e79a9518e1d.jpg,non-fresh,5.89
eye-non-fresh\IMG_20210204_170341_resized_cropped_jpg.rf.6944b52930571c8f456fd2b9031fe812.jpg,non-fresh,9.15
eye-non-fresh\IMG_20210204_170341_resized_cropped_jpg.rf.96401ec59e9ea24c778ef434acbfbe6d.jpg,non-fresh,5.37
eye-non-fresh\IMG_20210204_170400_resized_cropped_jpg.rf.213d5549ac98c9171eecdd778034f6d9.jpg,non-fresh,9.41
eye-non-fresh\IMG_20210204_170400_resized_cropped_jpg.rf.988cd256b00990959feba48fef4d5812.jpg,non-fresh,8.19
eye-non-fresh\IMG_20210204_170400_resized_cropped_jpg.rf.9e3aa0e74f665aa95f908511f02e4820.jpg,non-fresh,7.46
eye-non-fresh\IMG_20210204_170404_resized_cropped_jpg.rf.02b9cebc1cf3c2219b0e9d45ddf0f30e.jpg,non-fresh,9.21
eye-non-fresh\IMG_20210204_170404_resized_cropped_jpg.rf.4ce486fec01c1abcca17d87b8e05ada9.jpg,non-fresh,8.94
eye-non-fresh\IMG_20210204_170404_resized_cropped_jpg.rf.5caa6ea90f316f052a604ca5195382f5.jpg,non-fresh,9.17
eye-non-fresh\mataTidakSegar1-Small_jpeg.rf.3d22b9055216ac79d9fe272b0cff331f.jpg,non-fresh,6.13
eye-non-fresh\mataTidakSegar1-Small_jpeg.rf.595ce8b8fd5533ebc682044bb2608d93.jpg,non-fresh,8.16
eye-non-fresh\mataTidakSegar1-Small_jpeg.rf.63e35ab193e099d59d13a49fa37c6564.jpg,non-fresh,7.92
eye-non-fresh\mataTidakSegar10-Small_jpeg.rf.1b94fbaad33745c2cbb5078ab887ecd3.jpg,non-fresh,8.82
